split,source,temperature_c,humidity_percent,label_id,label_name
train,boundary,32.514,26.332,2,critical
train,uniform,19.228,78.713,2,critical
train,uniform,35.387,38.305,2,critical
train,uniform,18.371,24.977,2,critical
train,uniform,26.677,30.605,1,warning
train,uniform,28.966,40.616,0,normal
train,uniform,32.059,92.511,2,critical
train,uniform,22.808,27.571,2,critical
train,uniform,29.988,81.603,2,critical
train,uniform,26.305,69.393,0,normal
train,uniform,23.393,79.952,1,warning
train,uniform,19.958,56.164,2,critical
train,boundary,29.000,70.886,1,warning
train,uniform,26.971,77.731,1,warning
train,uniform,22.798,46.278,1,warning
train,uniform,37.446,42.773,2,critical
train,uniform,21.932,33.334,1,warning
train,boundary,20.672,72.152,1,warning
train,uniform,15.801,38.208,2,critical
train,boundary,29.510,79.533,1,warning
train,uniform,36.711,38.737,2,critical
train,uniform,31.488,23.552,2,critical
train,uniform,15.651,29.036,2,critical
train,uniform,28.308,37.751,1,warning
train,uniform,34.773,43.370,2,critical
train,boundary,23.716,69.483,0,normal
train,boundary,28.623,69.670,0,normal
train,uniform,24.037,77.022,1,warning
train,boundary,20.741,27.998,2,critical
train,uniform,17.752,81.480,2,critical
train,uniform,27.742,45.775,0,normal
train,uniform,33.950,74.118,2,critical
train,uniform,27.770,85.885,2,critical
train,uniform,28.587,50.005,0,normal
train,uniform,22.483,59.238,1,warning
train,uniform,15.251,20.708,2,critical
train,uniform,33.931,88.646,2,critical
train,uniform,19.489,56.831,2,critical
train,uniform,25.264,66.139,0,normal
train,uniform,36.549,45.158,2,critical
train,boundary,19.633,31.798,2,critical
train,uniform,19.259,42.868,2,critical
train,uniform,19.550,84.087,2,critical
train,uniform,25.449,94.826,2,critical
train,uniform,17.364,57.503,2,critical
train,boundary,31.643,38.585,1,warning
train,uniform,35.702,77.180,2,critical
train,uniform,27.003,53.655,0,normal
train,uniform,19.817,59.652,2,critical
train,uniform,24.064,68.451,0,normal
train,uniform,22.737,27.277,2,critical
train,uniform,28.077,94.610,2,critical
train,uniform,21.226,39.277,1,warning
train,boundary,18.493,28.251,2,critical
train,uniform,36.532,33.189,2,critical
train,uniform,29.128,67.783,1,warning
train,boundary,23.126,30.144,1,warning
train,uniform,15.424,88.752,2,critical
train,uniform,24.777,87.514,2,critical
train,uniform,23.857,57.242,0,normal
train,uniform,26.518,24.410,2,critical
train,uniform,30.031,63.650,1,warning
train,uniform,37.817,89.027,2,critical
train,boundary,21.706,40.469,1,warning
train,uniform,28.232,82.702,2,critical
train,uniform,15.829,33.835,2,critical
train,uniform,16.613,73.666,2,critical
train,uniform,35.989,53.645,2,critical
train,boundary,30.041,28.435,2,critical
train,uniform,27.006,87.889,2,critical
train,uniform,20.919,85.399,2,critical
train,uniform,27.179,66.506,0,normal
train,uniform,22.075,44.256,1,warning
train,boundary,30.689,77.561,1,warning
train,uniform,26.327,28.914,2,critical
train,uniform,30.506,71.121,1,warning
train,uniform,30.098,31.452,1,warning
train,uniform,17.988,91.558,2,critical
train,boundary,24.963,76.351,1,warning
train,uniform,37.868,76.155,2,critical
train,uniform,20.428,89.309,2,critical
train,boundary,22.102,30.840,1,warning
train,boundary,29.166,29.874,2,critical
train,boundary,19.485,30.489,2,critical
train,boundary,23.595,68.734,0,normal
train,uniform,28.725,81.747,2,critical
train,uniform,18.762,50.312,2,critical
train,uniform,34.152,62.222,2,critical
train,uniform,30.548,26.665,2,critical
train,boundary,23.140,31.081,1,warning
train,uniform,24.076,68.691,0,normal
train,uniform,19.486,30.249,2,critical
train,uniform,18.909,92.386,2,critical
train,uniform,23.094,68.766,0,normal
train,boundary,31.753,79.481,1,warning
train,boundary,20.552,30.913,1,warning
train,uniform,32.321,87.296,2,critical
train,boundary,27.974,70.603,1,warning
train,uniform,18.491,64.800,2,critical
train,boundary,32.946,27.854,2,critical
train,uniform,33.050,44.175,2,critical
train,uniform,31.132,40.926,1,warning
train,boundary,21.257,72.497,1,warning
train,uniform,24.526,47.280,0,normal
train,uniform,19.430,67.058,2,critical
train,uniform,31.506,44.309,1,warning
train,uniform,34.693,50.016,2,critical
train,uniform,35.425,86.039,2,critical
train,uniform,31.025,73.087,1,warning
train,uniform,23.718,49.634,0,normal
train,uniform,27.253,22.049,2,critical
train,uniform,36.552,35.090,2,critical
train,boundary,28.154,72.348,1,warning
train,boundary,20.373,35.652,1,warning
train,uniform,16.162,36.627,2,critical
train,uniform,30.656,61.450,1,warning
train,uniform,31.219,22.798,2,critical
train,uniform,27.181,49.533,0,normal
train,uniform,21.275,65.024,1,warning
train,uniform,20.306,36.914,1,warning
train,uniform,34.217,66.625,2,critical
train,uniform,36.570,31.820,2,critical
train,uniform,37.557,82.898,2,critical
train,boundary,29.293,72.114,1,warning
train,uniform,16.590,20.079,2,critical
train,boundary,19.013,29.641,2,critical
train,uniform,31.224,88.018,2,critical
train,uniform,24.770,21.871,2,critical
train,uniform,17.152,22.479,2,critical
train,uniform,16.841,85.730,2,critical
train,uniform,19.643,54.778,2,critical
train,uniform,15.923,64.177,2,critical
train,uniform,25.483,90.004,2,critical
train,uniform,31.870,41.978,1,warning
train,uniform,24.795,81.623,2,critical
train,uniform,19.083,92.017,2,critical
train,uniform,19.156,44.533,2,critical
train,uniform,33.005,67.019,2,critical
train,uniform,17.395,81.358,2,critical
train,boundary,29.771,28.387,2,critical
train,boundary,21.775,70.774,1,warning
train,uniform,34.005,22.465,2,critical
train,boundary,20.138,28.987,2,critical
train,boundary,19.400,40.048,2,critical
train,boundary,19.773,31.136,2,critical
train,boundary,29.316,68.090,1,warning
train,uniform,35.833,51.627,2,critical
train,uniform,27.268,39.588,1,warning
train,uniform,37.750,35.840,2,critical
train,uniform,34.897,56.372,2,critical
train,uniform,29.773,66.207,1,warning
train,uniform,32.087,35.327,2,critical
train,uniform,16.368,22.237,2,critical
train,uniform,16.038,86.266,2,critical
train,uniform,16.133,70.730,2,critical
train,boundary,32.662,74.640,2,critical
train,boundary,23.052,78.588,1,warning
train,uniform,33.273,56.993,2,critical
train,uniform,25.309,68.345,0,normal
train,uniform,36.380,56.250,2,critical
train,uniform,24.064,53.171,0,normal
train,boundary,29.103,76.237,1,warning
train,uniform,17.145,35.284,2,critical
train,boundary,23.013,70.200,1,warning
train,uniform,18.595,36.988,2,critical
train,uniform,23.593,75.960,1,warning
train,boundary,32.319,80.139,2,critical
train,boundary,20.045,70.919,1,warning
train,boundary,28.611,81.158,2,critical
train,boundary,22.925,79.484,1,warning
train,uniform,23.804,54.921,0,normal
train,uniform,32.436,40.568,2,critical
train,uniform,17.649,62.141,2,critical
train,uniform,26.369,73.206,1,warning
train,boundary,22.168,78.144,1,warning
train,boundary,19.802,29.116,2,critical
train,boundary,19.685,71.692,2,critical
train,uniform,17.398,50.106,2,critical
train,boundary,22.596,67.633,1,warning
train,uniform,26.184,25.816,2,critical
train,boundary,20.322,70.263,1,warning
train,uniform,25.290,35.621,1,warning
train,uniform,21.541,20.122,2,critical
train,boundary,31.572,73.365,1,warning
train,uniform,15.897,94.355,2,critical
train,boundary,19.602,73.321,2,critical
train,uniform,29.730,37.086,1,warning
train,boundary,33.149,80.228,2,critical
train,boundary,22.748,29.286,2,critical
train,uniform,20.282,80.938,2,critical
train,uniform,25.581,61.450,0,normal
train,uniform,32.103,49.464,2,critical
train,boundary,20.658,42.074,1,warning
train,boundary,19.558,83.069,2,critical
train,uniform,35.164,82.081,2,critical
train,uniform,17.703,74.736,2,critical
train,boundary,20.557,30.320,1,warning
train,boundary,29.178,71.448,1,warning
train,uniform,27.610,33.207,1,warning
train,uniform,28.577,72.968,1,warning
train,uniform,25.983,21.169,2,critical
train,uniform,33.111,76.396,2,critical
train,uniform,29.981,27.678,2,critical
train,uniform,37.075,89.221,2,critical
train,uniform,37.692,34.198,2,critical
train,uniform,28.316,85.807,2,critical
train,boundary,27.967,42.262,0,normal
train,uniform,22.220,74.770,1,warning
train,boundary,22.881,28.093,2,critical
train,uniform,33.000,44.752,2,critical
train,boundary,23.602,81.032,2,critical
train,uniform,17.378,57.985,2,critical
train,boundary,32.180,83.460,2,critical
train,boundary,32.743,68.349,2,critical
train,uniform,36.052,20.145,2,critical
train,boundary,23.828,41.095,0,normal
train,uniform,23.694,52.531,0,normal
train,uniform,16.935,94.113,2,critical
train,uniform,24.201,76.770,1,warning
train,uniform,28.013,71.134,1,warning
train,boundary,32.529,32.185,2,critical
train,boundary,29.499,27.142,2,critical
train,uniform,15.512,28.077,2,critical
train,uniform,17.470,93.025,2,critical
train,uniform,29.398,43.250,1,warning
train,uniform,17.747,93.725,2,critical
train,uniform,27.082,50.236,0,normal
train,uniform,25.688,74.270,1,warning
train,uniform,22.323,55.006,1,warning
train,uniform,29.643,63.601,1,warning
train,uniform,31.903,23.654,2,critical
train,boundary,24.133,38.552,1,warning
train,uniform,21.119,35.127,1,warning
train,uniform,21.558,53.229,1,warning
train,boundary,22.460,77.067,1,warning
train,uniform,28.013,48.606,0,normal
train,uniform,25.264,41.785,0,normal
train,uniform,26.469,94.392,2,critical
train,boundary,29.167,70.318,1,warning
train,boundary,19.475,28.024,2,critical
train,uniform,22.874,48.823,1,warning
train,uniform,35.527,33.630,2,critical
train,boundary,28.904,80.219,2,critical
train,uniform,15.808,40.903,2,critical
train,boundary,32.024,32.106,2,critical
train,uniform,25.505,77.021,1,warning
train,boundary,23.734,80.697,2,critical
train,uniform,21.530,30.740,1,warning
train,uniform,26.593,31.615,1,warning
train,uniform,33.049,36.434,2,critical
train,uniform,28.364,21.965,2,critical
train,uniform,36.751,63.072,2,critical
train,boundary,32.454,83.531,2,critical
train,uniform,26.515,44.966,0,normal
train,uniform,15.106,29.151,2,critical
train,uniform,23.322,76.722,1,warning
train,uniform,28.146,37.066,1,warning
train,boundary,22.095,39.983,1,warning
train,uniform,26.397,88.983,2,critical
train,boundary,31.943,82.249,2,critical
train,boundary,20.396,39.325,1,warning
train,uniform,34.242,53.494,2,critical
train,uniform,37.054,60.807,2,critical
train,boundary,23.535,80.087,2,critical
train,uniform,22.797,65.171,1,warning
train,uniform,33.722,40.673,2,critical
train,uniform,37.326,20.279,2,critical
train,uniform,37.825,88.655,2,critical
train,uniform,37.541,31.890,2,critical
train,uniform,21.515,48.078,1,warning
train,boundary,23.971,79.565,1,warning
train,uniform,16.336,45.274,2,critical
train,uniform,29.994,71.891,1,warning
train,boundary,31.763,27.230,2,critical
train,boundary,32.663,81.469,2,critical
train,boundary,23.444,39.682,1,warning
train,uniform,21.654,25.619,2,critical
train,boundary,31.214,78.895,1,warning
train,uniform,22.003,43.849,1,warning
train,boundary,21.498,72.081,1,warning
train,uniform,24.110,50.997,0,normal
train,uniform,24.959,20.420,2,critical
train,uniform,15.945,62.004,2,critical
train,boundary,22.694,37.318,1,warning
train,uniform,29.946,88.425,2,critical
train,uniform,36.124,29.752,2,critical
train,uniform,35.991,46.652,2,critical
train,uniform,19.414,34.065,2,critical
train,boundary,20.295,31.418,1,warning
train,boundary,22.308,78.616,1,warning
train,uniform,37.777,58.307,2,critical
train,uniform,35.638,61.120,2,critical
train,uniform,27.156,40.718,0,normal
train,uniform,27.638,90.204,2,critical
train,uniform,37.559,20.230,2,critical
train,boundary,20.827,70.254,1,warning
train,uniform,33.203,52.881,2,critical
train,boundary,28.605,39.994,1,warning
train,uniform,23.699,48.868,0,normal
train,uniform,22.461,77.997,1,warning
train,uniform,15.173,55.384,2,critical
train,uniform,16.975,34.289,2,critical
train,uniform,18.214,55.443,2,critical
train,uniform,27.330,20.048,2,critical
train,uniform,29.209,51.556,1,warning
train,uniform,26.836,72.909,1,warning
train,boundary,32.763,29.051,2,critical
train,uniform,33.932,55.650,2,critical
train,boundary,32.155,79.072,2,critical
train,boundary,22.633,70.949,1,warning
train,boundary,22.910,70.832,1,warning
train,uniform,25.938,74.645,1,warning
train,uniform,23.763,56.867,0,normal
train,uniform,32.479,72.191,2,critical
train,uniform,25.954,81.491,2,critical
train,uniform,25.906,65.812,0,normal
train,uniform,20.806,88.649,2,critical
train,boundary,21.092,72.619,1,warning
train,uniform,33.534,44.909,2,critical
train,boundary,29.727,38.315,1,warning
train,uniform,37.619,83.513,2,critical
train,uniform,32.961,26.498,2,critical
train,uniform,21.498,31.731,1,warning
train,uniform,19.757,21.528,2,critical
train,boundary,31.313,32.143,1,warning
train,uniform,20.826,68.449,1,warning
train,uniform,26.081,94.224,2,critical
train,uniform,15.779,81.776,2,critical
train,uniform,31.693,29.301,2,critical
train,uniform,31.548,27.634,2,critical
train,uniform,32.712,69.963,2,critical
train,boundary,20.340,68.567,1,warning
train,uniform,35.424,20.474,2,critical
train,boundary,22.333,40.900,1,warning
train,uniform,15.466,20.963,2,critical
train,boundary,19.011,69.945,2,critical
train,uniform,23.462,34.643,1,warning
train,uniform,24.255,54.727,0,normal
train,uniform,23.967,48.641,0,normal
train,uniform,17.170,74.256,2,critical
train,boundary,32.755,39.764,2,critical
train,uniform,35.305,72.832,2,critical
train,uniform,16.170,67.234,2,critical
train,uniform,17.802,57.948,2,critical
train,uniform,18.625,44.174,2,critical
train,boundary,24.413,68.059,0,normal
train,uniform,29.685,63.663,1,warning
train,boundary,22.718,66.924,1,warning
train,uniform,37.841,94.615,2,critical
train,uniform,17.850,63.085,2,critical
train,uniform,26.095,34.155,1,warning
train,boundary,21.623,34.740,1,warning
train,boundary,29.231,28.355,2,critical
train,uniform,17.634,23.223,2,critical
train,boundary,21.243,67.263,1,warning
train,uniform,27.303,52.596,0,normal
train,uniform,26.911,51.689,0,normal
train,boundary,31.842,71.337,1,warning
train,uniform,25.867,29.311,2,critical
train,boundary,29.353,29.531,2,critical
train,uniform,16.117,27.950,2,critical
train,boundary,31.937,38.364,1,warning
train,boundary,23.193,30.864,1,warning
train,uniform,16.540,38.717,2,critical
train,uniform,37.700,83.551,2,critical
train,uniform,23.876,92.040,2,critical
train,uniform,30.816,90.221,2,critical
train,uniform,26.351,21.915,2,critical
train,uniform,28.028,79.851,1,warning
train,uniform,28.051,44.860,0,normal
train,uniform,34.057,21.457,2,critical
train,uniform,24.136,49.803,0,normal
train,uniform,27.961,85.983,2,critical
train,uniform,22.915,63.191,1,warning
train,uniform,34.769,91.725,2,critical
train,uniform,32.184,61.551,2,critical
train,uniform,37.305,82.178,2,critical
train,uniform,31.106,88.937,2,critical
train,uniform,32.574,34.456,2,critical
train,uniform,37.495,65.157,2,critical
train,uniform,37.835,42.091,2,critical
train,uniform,34.472,62.897,2,critical
train,uniform,35.578,62.520,2,critical
train,boundary,19.883,68.746,2,critical
train,uniform,23.249,54.440,0,normal
train,boundary,32.419,40.280,2,critical
train,uniform,18.221,35.655,2,critical
train,uniform,21.691,86.953,2,critical
train,uniform,31.785,47.478,1,warning
train,uniform,15.524,46.351,2,critical
train,uniform,33.413,43.367,2,critical
train,uniform,29.035,55.888,1,warning
train,uniform,19.021,33.079,2,critical
train,uniform,30.873,21.836,2,critical
train,boundary,20.618,39.078,1,warning
train,uniform,26.705,74.924,1,warning
train,boundary,32.338,32.862,2,critical
train,uniform,26.054,94.571,2,critical
train,boundary,19.821,42.935,2,critical
train,uniform,20.905,36.230,1,warning
train,boundary,32.231,29.614,2,critical
train,boundary,32.432,81.395,2,critical
train,uniform,31.999,85.331,2,critical
train,uniform,35.277,86.690,2,critical
train,uniform,35.749,50.754,2,critical
train,boundary,23.417,78.387,1,warning
train,boundary,20.246,37.885,1,warning
train,boundary,22.598,71.061,1,warning
train,boundary,22.785,25.109,2,critical
train,uniform,28.322,66.248,0,normal
train,uniform,19.277,30.990,2,critical
train,uniform,30.779,34.223,1,warning
train,boundary,28.866,28.850,2,critical
train,uniform,24.920,60.878,0,normal
train,uniform,29.127,72.895,1,warning
train,boundary,23.398,80.201,2,critical
train,boundary,20.161,38.750,1,warning
train,boundary,31.850,38.063,1,warning
train,uniform,27.751,94.710,2,critical
train,uniform,15.737,22.840,2,critical
train,boundary,27.808,70.122,1,warning
train,uniform,32.465,76.915,2,critical
train,uniform,35.411,60.158,2,critical
train,boundary,33.020,71.284,2,critical
train,uniform,28.138,72.499,1,warning
train,boundary,19.631,40.496,2,critical
train,uniform,35.632,86.769,2,critical
train,uniform,29.416,63.551,1,warning
train,uniform,22.377,26.231,2,critical
train,uniform,28.531,51.928,0,normal
train,boundary,23.467,82.520,2,critical
train,uniform,15.926,93.192,2,critical
train,uniform,33.888,37.572,2,critical
train,boundary,20.241,67.629,1,warning
train,uniform,36.788,85.726,2,critical
train,uniform,36.819,92.486,2,critical
train,uniform,23.010,36.208,1,warning
train,uniform,26.307,70.477,1,warning
train,uniform,35.857,74.536,2,critical
train,boundary,23.381,45.798,0,normal
train,boundary,32.022,41.704,2,critical
train,boundary,32.841,37.881,2,critical
train,uniform,30.715,25.170,2,critical
train,boundary,20.874,27.742,2,critical
train,uniform,32.538,77.146,2,critical
train,boundary,19.287,31.032,2,critical
train,uniform,32.057,72.457,2,critical
train,uniform,29.697,28.811,2,critical
train,uniform,33.742,27.191,2,critical
train,uniform,17.491,46.147,2,critical
train,uniform,29.209,80.198,2,critical
train,boundary,19.081,31.059,2,critical
train,uniform,27.799,41.968,0,normal
train,uniform,24.012,91.819,2,critical
train,uniform,27.222,82.709,2,critical
train,uniform,19.293,70.057,2,critical
train,uniform,33.420,68.204,2,critical
train,uniform,20.834,87.889,2,critical
train,uniform,16.483,56.745,2,critical
train,uniform,25.644,29.333,2,critical
train,boundary,29.381,68.368,1,warning
train,uniform,22.788,82.421,2,critical
train,uniform,30.968,69.413,1,warning
train,uniform,28.622,29.753,2,critical
train,boundary,29.028,39.114,1,warning
train,boundary,19.557,80.302,2,critical
train,boundary,21.928,70.481,1,warning
train,uniform,16.507,82.149,2,critical
train,uniform,25.145,88.324,2,critical
train,uniform,26.993,85.943,2,critical
train,uniform,31.786,31.701,1,warning
train,uniform,20.411,81.108,2,critical
train,uniform,26.879,90.479,2,critical
train,uniform,30.415,79.252,1,warning
train,boundary,19.938,38.301,2,critical
train,uniform,25.681,85.549,2,critical
train,uniform,17.017,33.833,2,critical
train,boundary,31.990,81.909,2,critical
train,boundary,19.775,29.699,2,critical
train,uniform,22.996,59.368,1,warning
train,boundary,20.274,29.233,2,critical
train,boundary,30.728,73.162,1,warning
train,uniform,19.901,21.194,2,critical
train,boundary,23.463,42.552,0,normal
train,uniform,24.938,26.417,2,critical
train,uniform,32.490,57.991,2,critical
train,boundary,22.192,38.935,1,warning
train,uniform,28.565,43.838,0,normal
train,uniform,15.023,84.212,2,critical
train,uniform,23.404,51.394,0,normal
train,boundary,30.820,40.757,1,warning
train,uniform,32.187,87.589,2,critical
train,uniform,31.366,43.665,1,warning
train,boundary,30.086,33.491,1,warning
train,uniform,17.478,43.855,2,critical
train,uniform,30.285,27.508,2,critical
train,uniform,18.354,81.968,2,critical
train,uniform,15.277,26.597,2,critical
train,boundary,22.025,39.479,1,warning
train,uniform,19.930,76.627,2,critical
train,boundary,31.889,79.178,1,warning
train,uniform,18.174,90.107,2,critical
train,boundary,28.332,81.913,2,critical
train,boundary,22.595,38.589,1,warning
train,uniform,25.900,73.263,1,warning
train,boundary,19.529,29.284,2,critical
train,boundary,22.639,81.003,2,critical
train,boundary,31.951,70.826,1,warning
train,boundary,31.786,66.111,1,warning
train,uniform,19.806,42.976,2,critical
train,boundary,32.744,70.616,2,critical
train,uniform,31.652,54.181,1,warning
train,boundary,32.414,32.184,2,critical
train,uniform,21.043,41.128,1,warning
train,uniform,19.495,57.468,2,critical
train,uniform,21.631,35.123,1,warning
train,uniform,37.656,57.930,2,critical
train,boundary,22.843,78.151,1,warning
train,uniform,18.688,66.716,2,critical
train,uniform,26.627,33.085,1,warning
train,uniform,34.070,76.895,2,critical
train,boundary,28.091,79.765,1,warning
train,boundary,33.375,37.134,2,critical
train,boundary,19.621,32.168,2,critical
train,uniform,26.259,86.129,2,critical
train,uniform,21.793,86.214,2,critical
train,boundary,20.055,68.346,1,warning
train,boundary,28.970,79.223,1,warning
train,uniform,24.229,51.107,0,normal
train,uniform,17.468,37.013,2,critical
train,boundary,21.024,69.044,1,warning
train,uniform,24.916,50.002,0,normal
train,uniform,22.152,76.769,1,warning
train,uniform,33.849,94.297,2,critical
train,uniform,24.921,26.835,2,critical
train,uniform,16.092,79.701,2,critical
train,uniform,18.955,64.416,2,critical
train,uniform,32.291,66.285,2,critical
train,boundary,22.848,38.260,1,warning
train,boundary,28.884,35.871,1,warning
train,uniform,30.628,84.593,2,critical
train,boundary,19.836,40.061,2,critical
train,uniform,26.027,64.521,0,normal
train,uniform,36.979,50.196,2,critical
train,boundary,28.531,71.696,1,warning
train,boundary,20.471,71.296,1,warning
train,boundary,32.228,83.551,2,critical
train,boundary,19.387,71.969,2,critical
train,uniform,29.527,24.423,2,critical
train,uniform,26.066,75.946,1,warning
train,uniform,21.329,34.007,1,warning
train,boundary,28.305,28.827,2,critical
train,uniform,29.386,81.271,2,critical
train,boundary,32.019,70.699,2,critical
train,uniform,34.225,28.117,2,critical
train,uniform,35.769,68.282,2,critical
train,boundary,21.578,41.876,1,warning
train,uniform,21.208,38.400,1,warning
train,uniform,15.364,62.723,2,critical
train,uniform,20.603,82.694,2,critical
train,boundary,22.473,65.847,1,warning
train,uniform,30.179,72.445,1,warning
train,uniform,30.596,70.924,1,warning
train,uniform,15.283,23.330,2,critical
train,uniform,37.154,21.511,2,critical
train,boundary,20.457,39.860,1,warning
train,boundary,28.630,69.264,0,normal
train,uniform,36.199,64.400,2,critical
train,boundary,27.821,41.556,0,normal
train,boundary,29.318,78.905,1,warning
train,boundary,22.902,77.899,1,warning
train,uniform,25.756,88.550,2,critical
train,uniform,26.835,81.617,2,critical
train,uniform,16.553,71.867,2,critical
train,uniform,37.463,83.019,2,critical
train,uniform,32.596,20.516,2,critical
train,boundary,19.392,80.329,2,critical
train,boundary,20.373,44.715,1,warning
train,uniform,30.841,82.493,2,critical
train,boundary,20.082,71.589,1,warning
train,uniform,31.187,47.462,1,warning
train,boundary,20.769,68.482,1,warning
train,uniform,34.610,53.627,2,critical
train,uniform,37.044,92.141,2,critical
train,uniform,37.793,79.941,2,critical
train,uniform,37.898,75.970,2,critical
train,uniform,32.355,90.836,2,critical
train,boundary,28.569,79.439,1,warning
train,boundary,29.263,70.429,1,warning
train,uniform,27.941,52.341,0,normal
train,boundary,32.522,28.929,2,critical
train,uniform,26.237,45.670,0,normal
train,uniform,37.971,39.304,2,critical
train,boundary,23.420,83.318,2,critical
train,uniform,17.227,42.758,2,critical
train,uniform,28.555,92.760,2,critical
train,uniform,36.316,72.595,2,critical
train,boundary,29.043,39.004,1,warning
train,uniform,17.133,52.397,2,critical
train,uniform,24.249,27.917,2,critical
train,boundary,28.641,38.855,1,warning
train,uniform,34.517,57.947,2,critical
train,boundary,32.473,81.340,2,critical
train,uniform,35.527,67.657,2,critical
train,uniform,16.903,59.058,2,critical
train,uniform,25.287,41.706,0,normal
train,boundary,31.321,29.267,2,critical
train,uniform,25.007,20.760,2,critical
train,uniform,16.651,41.606,2,critical
train,uniform,33.463,78.157,2,critical
train,uniform,25.374,41.629,0,normal
train,boundary,22.879,37.103,1,warning
train,uniform,30.798,23.204,2,critical
train,uniform,15.321,85.849,2,critical
train,uniform,36.175,80.513,2,critical
train,boundary,19.710,78.584,2,critical
train,uniform,21.086,64.603,1,warning
train,boundary,21.977,79.921,1,warning
train,boundary,28.966,77.686,1,warning
train,uniform,29.417,65.892,1,warning
train,uniform,16.027,54.845,2,critical
train,uniform,26.362,83.516,2,critical
train,uniform,21.701,53.510,1,warning
train,uniform,36.527,42.769,2,critical
train,uniform,24.588,73.045,1,warning
train,boundary,24.078,78.891,1,warning
train,uniform,22.640,31.906,1,warning
train,uniform,32.295,89.670,2,critical
train,uniform,29.903,65.020,1,warning
train,uniform,32.796,79.627,2,critical
train,uniform,16.652,64.213,2,critical
train,uniform,19.655,21.237,2,critical
train,uniform,35.738,77.811,2,critical
train,boundary,32.124,39.915,2,critical
train,boundary,32.706,69.237,2,critical
train,uniform,24.724,79.853,1,warning
train,boundary,22.928,69.825,1,warning
train,boundary,19.492,82.204,2,critical
train,uniform,27.812,44.287,0,normal
train,boundary,22.865,82.150,2,critical
train,uniform,24.054,52.425,0,normal
train,uniform,34.788,62.982,2,critical
train,uniform,33.364,36.749,2,critical
train,uniform,34.473,67.268,2,critical
train,boundary,24.513,38.906,1,warning
train,uniform,19.063,89.707,2,critical
train,boundary,19.445,76.233,2,critical
train,uniform,26.182,48.170,0,normal
train,uniform,16.978,36.881,2,critical
train,uniform,20.604,44.519,1,warning
train,boundary,20.283,30.138,1,warning
train,boundary,20.029,78.827,1,warning
train,uniform,37.908,86.060,2,critical
train,boundary,19.811,70.947,2,critical
train,uniform,17.079,59.628,2,critical
